_id,student_id,email,first_name,last_name,gender,country,race,age,college,campus,department,enrollment_year,state,courses[0],courses[1],courses[2],courses[3],courses[4],courses[5],courses[6],courses[7],housing,advisor,gpa,graded_course[0],graded_course[1],graded_course[2],graded_course[3],graded_course[4],graded_course[5],graded_course[6],graded_course[7],graded_course[8],graded_course[9],graded_course[10],graded_electives[0],graded_electives[1],graded_electives[2],electives[0],award,scholarship
6654a6ecbcd46b0063b01260,CBA-Imm-Rac16312Ca,Rac16312Ca@golheights.com,Rachael,Carpenter,Queer,United States,Black-African,32,CBAS,Lakeside Vista Campus,Immunology,2021,Wisconsin,CBASB C472,CBASImm659,CBASAut602,CBASTra321,,,,,Pending,goladviFisLin432,2.65,CBASInt660,CBASInn255,CBASAda449,CBASAnt310,CBASAnt171,CBAST C799,,,,,,CBASImm21,CBASVac897,,,,
6654a6ecbcd46b0063b01261,CHS-Edu-Hei3755Ja,-Hei3755Ja@golheights.com,Heidi,Jacobs,Female,United States,White,24,CHSP,Lakeside Vista Campus,Education,2023,Vermont,CHSPInt917,CHSPEdu701,CHSPCur241,CHSPTea69,CHSPAss76,CHSPCla256,CHSPSpe797,CHSPEdu265,Pending,goladviWalChr312,2.8,CHSPLan891,CHSPCul127,,,,,,,,,,CHSPLit483,,,CHSPChi425,,
6654a6ecbcd46b0063b01262,CBA-Psy-Joh20148Br,Joh20148Br@golheights.com,Johnathan,Bray,Male,Samoa,White,21,CBAS,Summit Valley Campus,Psychiatry,2023,,CBASInt389,CBASBio50,CBASPsy181,CBASPsy369,CBASNeu188,CBASChi326,CBASGer40,CBASFor994,Pending,goladviHofMel153,2.62,CBASAdd789,CBASCom987,,,,,,,,,,CBASEth333,,,CBASPsy912,,
6654a6ecbcd46b0063b01263,CBE-Eco-Chr23113Cl,Chr23113Cl@golheights.com,Christopher,Clark,Male,United States,White,18,CBE,Evergreen Heights Campus,Economics,2020,New York,,,,,,,,,Pending,goladviRomJen753,2.77,CBEInt350,CBEMic830,CBEMac825,CBEEco325,CBEInt138,CBELab712,CBEDev701,CBEEnv509,CBEHea392,CBEPub868,,CBEEco856,CBEBeh426,,,,
6654a6ecbcd46b0063b01264,CHS-Vet-Kat11971Ew,Kat11971Ew@golheights.com,Kathryn,Ewing,Queer,United States,White,33,CHSP,Golden Grove Campus,Veterinary Medicine,2021,Tennessee,CHSPVet949,CHSPVet954,CHSPVet81,CHSPVet693,,,,,Pending,goladviMerAnn754,1.96,CHSPInt976,CHSPAna32,CHSPVet789,CHSPVet988,CHSPVet441,CHSPCli869,,,,,,CHSPVet899,CHSPVet288,,,,
6654a6edbcd46b0063b01265,CBA-Ind-Peg207Ha,d-Peg207Ha@golheights.com,Peggy,Hanna,Female,United States,Other,16,CBAS,Evergreen Heights Campus,Industrial Engineering,2020,Minnesota,,,,,,,,,Pending,goladviCarPau114,3.53,CBASOpe643,CBASSup205,CBASPro554,CBASQua207,CBASFac461,CBASLea208,CBASSix532,CBASHum896,CBASPro380,CBASEng228,,CBASInv316,CBASRel985,,,,Women in Engineering
6654a6edbcd46b0063b01266,CHS-Phi-Kri16393Ca,Kri16393Ca@golheights.com,Krista,Carroll,Female,Belgium,Asian,34,CHSS,Summit Valley Campus,Philosophy,2022,,CHSSInt77,CHSSAnc448,CHSSMed881,CHSSMod119,CHSSCon863,CHSSEth736,,,Pending,goladviDalCur538,3.42,CHSSMet235,CHSSEpi783,CHSSLog768,CHSSPhi343,,,,,,,,CHSSExi70,CHSSEas762,,,,
6654a6edbcd46b0063b01267,CHS-Den-Kim5971Ca,-Kim5971Ca@golheights.com,Kimberly,Cameron,Female,Micronesia,Other,25,CHSP,Evergreen Heights Campus,Dentistry,2020,,,,,,,,,,Pending,goladviWriJul942,1.97,CHSPInt902,CHSPDen262,CHSPDen149,CHSPOra254,CHSPDen782,CHSPPre399,CHSPRes412,CHSPEnd19,CHSPPer949,CHSPOrt850,,CHSPFor548,CHSPPub741,,,,
6654a6edbcd46b0063b01268,CBA-Mec-Mic12345Ru,Mic12345Ru@golheights.com,Michael,Russell,Male,United States,Asian,17,CBAS,Lakeside Vista Campus,Mechanical Engineering,2023,Vermont,CBASSta701,CBASDyn849,CBASMec695,CBASFlu108,CBASThe178,CBASHea742,CBASMac812,CBASMat417,Pending,goladviFigRya855,3.46,CBASFin811,CBASMan199,,,,,,,,,,CBASEne835,,,CBASAut627,,
6654a6edbcd46b0063b01269,CBA-Rad-Chr17030Da,Chr17030Da@golheights.com,Christine,Davis,Female,Romania,Black-African,30,CBAS,Evergreen Heights Campus,Radiology,2021,,CBASMag635,CBASUlt200,CBASNuc30,CBASInt965,,,,,Pending,goladviThoDea664,2.42,CBASInt184,CBASRad404,CBASRad943,CBASMed470,CBASX-r328,CBASCom158,,,,,,CBASAbd297,CBASNeu437,,,,
6654a6edbcd46b0063b0126a,CHS-Vet-And22145Mc,And22145Mc@golheights.com,Andrea,Mckee,Queer,United States,Asian,26,CHSP,Golden Grove Campus,Veterinary Medicine,2020,Minnesota,,,,,,,,,Pending,goladviRicMis120,2.2,CHSPInt976,CHSPAna32,CHSPVet789,CHSPVet988,CHSPVet441,CHSPCli869,CHSPVet949,CHSPVet954,CHSPVet81,CHSPVet693,,CHSPAvi384,CHSPExo253,,,,
6654a6eebcd46b0063b0126b,CBA-Ind-And22128Mo,And22128Mo@golheights.com,Andrea,Mooney,Female,United States,White,30,CBAS,Evergreen Heights Campus,Industrial Engineering,2023,Oklahoma,CBASOpe643,CBASSup205,CBASPro554,CBASQua207,CBASFac461,CBASLea208,CBASSix532,CBASHum896,Pending,goladviDavLar753,3.87,CBASPro380,CBASEng228,,,,,,,,,,CBASDec338,,,CBASEnt677,,
6654a6eebcd46b0063b0126c,CBA-Obs-Ron23637Mc,Ron23637Mc@golheights.com,Ronnie,Mckenzie,Male,Iceland,White,25,CBAS,Evergreen Heights Campus,Obstetrics and Gynecology,2021,,CBASLab742,CBASPos558,CBASGyn854,CBASGyn336,,,,,Pending,goladviCarPau114,2.16,CBASInt838,CBASObs804,CBASPre703,CBASMat233,CBASObs385,CBASHig784,,,,,,CBASMin289,CBASRep998,,,,
6654a6eebcd46b0063b0126d,CHS-Pub-Bri19838Wh,Bri19838Wh@golheights.com,Brittany,Whitehead,Female,United States,Indigenous,17,CHSP,Summit Valley Campus,Public Health,2022,Texas,CHSPInt193,CHSPEpi567,CHSPBio390,CHSPHea480,CHSPEnv379,CHSPGlo865,,,Pending,goladviBolJoh842,3.24,CHSPHea393,CHSPMat442,CHSPInf628,CHSPChr134,,,,,,,,CHSPCom851,CHSPPro410,,,,
6654a6eebcd46b0063b0126e,CHS-His-Rob17724Mo,Rob17724Mo@golheights.com,Robert,Morgan,Queer,United States,White,20,CHSS,Lakeside Vista Campus,History,2020,Iowa,,,,,,,,,Pending,goladviPetNan148,2.88,CHSSInt309,CHSSAnc654,CHSSMed278,CHSSEar704,CHSSMod100,CHSSEur949,CHSSAme250,CHSSAsi674,CHSSAfr62,CHSSLat811,,CHSSMid83,CHSSPol864,,,,
6654a6eebcd46b0063b0126f,CBA-Mic-Wil12140Ri,Wil12140Ri@golheights.com,William,Rice,Queer,Saint Lucia,Other,31,CBAS,Evergreen Heights Campus,Microbiology,2022,,CBASInt947,CBASBac856,CBASVir444,CBASFun858,CBASPar201,CBASMic860,,,Pending,goladviBroAll624,2.75,CBASMic525,CBASMic312,CBASMed194,CBASEnv335,,,,,,,,CBASImm616,CBASFoo40,,,,
6654a6eebcd46b0063b01270,CBE-Fin-Vin22247Ra,Vin22247Ra@golheights.com,Vincent,Ramirez,Queer,United States,Indigenous,28,CBE,Golden Grove Campus,Finance,2022,Arkansas,CBEInt902,CBECor395,CBEInv32,CBEFin58,CBEFin997,CBEFin544,,,Pending,goladviWooMel434,2.72,CBEPor788,CBEDer910,CBERis242,CBEBan876,,,,,,,,CBEFix121,CBEIsl781,,,,
6654a6eebcd46b0063b01271,CHS-The-Reg49Wo,he-Reg49Wo@golheights.com,Regina,Wood,Female,Rwanda,Asian,34,CHSS,Golden Grove Campus,Theater and Dance,2023,,CHSSInt834,CHSSAct815,CHSSDir587,CHSSPla28,CHSSThe332,CHSSMod160,CHSSSha439,CHSSMus826,GolSmeio 2271,goladviKinKev767,2.02,CHSSDan976,CHSSCho762,,,,,,,,,,CHSSThe706,,,CHSSPhy786,,
6654a6efbcd46b0063b01272,CBA-Phy-Ale14178Ta,Ale14178Ta@golheights.com,Alexander,Taylor,Male,United States,Other,34,CBAS,Evergreen Heights Campus,Physics,2021,Oregon,CBASCon95,CBASOpt938,CBASNuc220,CBASAco841,,,,,Pending,goladviAndBil506,2.81,CBASCla313,CBASEle430,CBASQua465,CBASSpe977,CBASAst414,CBASPar650,,,,,,CBASSol776,CBASSta445,,,,
6654a6efbcd46b0063b01273,CHS-Med-Der5020Ca,-Der5020Ca@golheights.com,Derek,Carpenter,Male,United States,Asian,16,CHSP,Lakeside Vista Campus,Medicine,2022,Connecticut,CHSPInt911,CHSPAna54,CHSPPhy896,CHSPBio322,CHSPPha654,CHSPPat598,,,Pending,goladviWalCor935,2.99,CHSPMic747,CHSPImm157,CHSPMed176,CHSPHis374,,,,,,,,CHSPPed187,CHSPPsy491,,,,
6654a6efbcd46b0063b01274,CHS-Soc-Rob14810Os,Rob14810Os@golheights.com,Robert,Osborne,Male,South Korea,Asian,22,CHSS,Summit Valley Campus,Sociology,2023,,CHSSInt607,CHSSSoc558,CHSSRes404,CHSSCul337,CHSSGen514,CHSSRac962,CHSSSoc213,CHSSFam19,Pending,goladviBelChr321,3,CHSSUrb600,CHSSGlo71,,,,,,,,,,CHSSSoc459,,,CHSSEnv957,,
6654a6efbcd46b0063b01275,CHS-Edu-Nat19001Mo,Nat19001Mo@golheights.com,Natasha,Moore,Female,United States,Other,34,CHSP,Golden Grove Campus,Education,2023,Michigan,CHSPInt917,CHSPEdu701,CHSPCur241,CHSPTea69,CHSPAss76,CHSPCla256,CHSPSpe797,CHSPEdu265,Pending,goladviKinKev767,4,CHSPLan891,CHSPCul127,,,,,,,,,,CHSPPhi219,,,CHSPChi425,,
6654a6efbcd46b0063b01276,CBA-Phy-Ali260Pa,y-Ali260Pa@golheights.com,Alicia,Parker,Female,Hungary,Other,34,CBAS,Lakeside Vista Campus,Physics,2021,,CBASCon95,CBASOpt938,CBASNuc220,CBASAco841,,,,,Pending,goladviBurCol498,2.73,CBASCla313,CBASEle430,CBASQua465,CBASSpe977,CBASAst414,CBASPar650,,,,,,CBASPla903,CBASCom913,,,,
6654a6efbcd46b0063b01277,CBA-Eme-Ren1574So,-Ren1574So@golheights.com,Renee,Soto,Queer,North Korea,White,33,CBAS,Evergreen Heights Campus,Emergency Medicine,2020,,,,,,,,,,Pending,goladviMilAnd234,2.3,CBASInt664,CBASEme661,CBASRes653,CBASTra622,CBASSho16,CBASCar347,CBASRes417,CBASNeu521,CBASTox359,CBASEnv286,,CBASOrt795,CBASPed369,,,,
6654a6f0bcd46b0063b01278,CBA-Met-Bre5037Ca,-Bre5037Ca@golheights.com,Brenda,Castro,Female,United States,Asian,19,CBAS,Summit Valley Campus,Meteorology,2021,California,CBASAtm473,CBASRem75,CBASMes795,CBASSat931,,,,,Pending,goladviPetBar236,3.19,CBASInt4,CBASAtm855,CBASSyn37,CBASCli375,CBASTro113,CBASWea849,,,,,,CBASSev580,CBASCli554,,,,
6654a6f0bcd46b0063b01279,CHS-The-Mor22701Pe,Mor22701Pe@golheights.com,Morgan,Peck,Queer,United States,White,18,CHSS,Summit Valley Campus,Theater and Dance,2022,Arizona,CHSSInt834,CHSSAct815,CHSSDir587,CHSSPla28,CHSSThe332,CHSSMod160,,,Pending,goladviEvaSte630,3.04,CHSSSha439,CHSSMus826,CHSSDan976,CHSSCho762,,,,,,,,CHSSThe706,CHSSDan687,,,,
6654a6f0bcd46b0063b0127a,CHS-Ant-Kat16865Sa,Kat16865Sa@golheights.com,Katherine,Sampson,Queer,Angola,Other,20,CHSS,Evergreen Heights Campus,Anthropology,2021,,CHSSMed192,CHSSVis981,CHSSEnv258,CHSSAnt876,,,,,Pending,goladviCobAmy731,2.62,CHSSInt510,CHSSCul690,CHSSBio450,CHSSArc664,CHSSLin460,CHSSApp398,,,,,,CHSSEco722,CHSSInd951,,,,
6654a6f0bcd46b0063b0127b,CHS-Eng-Ric5625Ki,-Ric5625Ki@golheights.com,Ricardo,Kim,Male,United States,Indigenous,28,CHSS,Lakeside Vista Campus,English,2022,Georgia,CHSSInt738,CHSSBri727,CHSSAme332,CHSSWor994,CHSSMed642,CHSSRen368,,,Pending,goladviReiJoe101,3.36,CHSSEnl328,CHSSRom114,CHSSVic965,CHSSMod197,,,,,,,,CHSSCri108,CHSSPoe522,,,,
6654a6f0bcd46b0063b0127c,CBA-Mat-Mar9630St,-Mar9630St@golheights.com,Mark,Stafford,Male,Nepal,Indigenous,34,CBAS,Summit Valley Campus,Mathematics,2023,,CBASCal111,CBASLin262,CBASDif468,CBASRea998,CBASCom73,CBASNum230,CBASDis65,CBASPro746,Pending,goladviWonJes16,3.31,CBASSta81,CBASGra521,,,,,,,,,,CBASNum525,,,CBASMat231,,
6654a6f0bcd46b0063b0127d,CHS-Edu-Cha18431Gi,Cha18431Gi@golheights.com,Charles,Gibson,Queer,United States,Other,34,CHSP,Lakeside Vista Campus,Education,2021,Alabama,CHSPSpe797,CHSPEdu265,CHSPLan891,CHSPCul127,,,,,Pending,goladviWarLar758,2.31,CHSPInt917,CHSPEdu701,CHSPCur241,CHSPTea69,CHSPAss76,CHSPCla256,,,,,,CHSPSoc182,CHSPLit483,,,,
6654a6f0bcd46b0063b0127e,CBE-Mar-Jus18064Ma,Jus18064Ma@golheights.com,Justin,Mahoney,Queer,United States,White,33,CBE,Evergreen Heights Campus,Marketing,2021,Michigan,CBESoc409,CBEAdv753,CBESal934,CBERet861,,,,,Pending,goladviCooSte58,2.75,CBEInt885,CBECon875,CBEMar277,CBEMar988,CBEBra448,CBEDig4,,,,,,CBEMar597,CBEPub962,,,,
6654a6f1bcd46b0063b0127f,CBA-Phy-Jes23551Sh,Jes23551Sh@golheights.com,Jessica,Shah,Queer,United States,Asian,21,CBAS,Lakeside Vista Campus,Physics,2021,Vermont,CBASCon95,CBASOpt938,CBASNuc220,CBASAco841,,,,,Pending,goladviFigRya855,2.2,CBASCla313,CBASEle430,CBASQua465,CBASSpe977,CBASAst414,CBASPar650,,,,,,CBASSta445,CBASSol776,,,,
6654a6f1bcd46b0063b01280,CBA-Onc-Joh801Lo,c-Joh801Lo@golheights.com,John,Lowe,Queer,Bolivia,Indigenous,31,CBAS,Lakeside Vista Campus,Oncology,2020,,,,,,,,,,Pending,goladviWarLar758,3.1,CBASInt811,CBASCan621,CBASCan499,CBASMol167,CBASCli665,CBASSur532,CBASMed659,CBASRad876,CBASPed44,CBASGyn295,,CBASPsy940,CBASHem55,,,,
6654a6f1bcd46b0063b01281,CBA-Oce-Dav4870Ga,-Dav4870Ga@golheights.com,Dave,Garcia,Male,Poland,Asian,23,CBAS,Evergreen Heights Campus,Oceanography,2022,,CBASPhy970,CBASChe730,CBASBio818,CBASMar345,CBASMar802,CBASCoa840,,,Pending,goladviManJon874,2.16,CBASOce514,CBASMar585,CBASOce155,CBASDee942,,,,,,,,CBASMar9,CBASPal385,,,,
6654a6f1bcd46b0063b01282,CHS-Mus-Mar725Ca,s-Mar725Ca@golheights.com,Marissa,Carr,Female,Vanuatu,Other,22,CHSS,Lakeside Vista Campus,Music,2022,,CHSSInt27,CHSSMus536,CHSSWor960,CHSSCla412,CHSSJaz104,,,,Pending,goladviFigRya855,2.53,CHSSPop192,CHSSMus505,CHSSMus517,CHSSEth331,,,,,,,,CHSSMus671,CHSSMus321,,,,
6654a6f1bcd46b0063b01283,CBE-Acc-Sha1900Bi,-Sha1900Bi@golheights.com,Shawn,Bishop,Male,Argentina,Asian,32,CBE,Lakeside Vista Campus,Accounting,2020,,,,,,,,,,Pending,goladviDavKim621,2.21,CBEInt391,CBEFin992,CBEMan794,CBECos1,CBEAud523,CBETax165,CBEAdv377,CBEFor49,CBEGov780,CBEInt298,,CBEBlo384,CBEFra712,,,,
6654a6f1bcd46b0063b01284,CHS-His-Sar20197Ba,Sar20197Ba@golheights.com,Sara,Barnes,Queer,United States,Other,33,CHSS,Lakeside Vista Campus,History,2021,Delaware,CHSSAme250,CHSSAsi674,CHSSAfr62,CHSSLat811,,,,,Pending,goladviFigRya855,2.5,CHSSInt309,CHSSAnc654,CHSSMed278,CHSSEar704,CHSSMod100,CHSSEur949,,,,,,CHSSMil106,CHSSMid83,,,,
6654a6f2bcd46b0063b01285,CBA-Geo-And9548Po,-And9548Po@golheights.com,Andre,Powell,Male,United States,White,34,CBAS,Evergreen Heights Campus,Geology,2023,Vermont,CBASPhy34,CBASHis660,CBASMin334,CBASPet134,CBASSed264,CBASStr880,CBASStr990,CBASGeo244,Pending,goladviBonEli794,1.71,CBASPal355,CBASGeo371,,,,,,,,,,CBASGeo892,,,CBASHyd725,,
6654a6f2bcd46b0063b01286,CBA-For-Joh15099Fi,Joh15099Fi@golheights.com,John,Fitzgerald,Male,United States,Other,20,CBAS,Lakeside Vista Campus,Forestry,2023,Iowa,CBASInt540,CBASFor921,CBASFor691,CBASFor935,CBASSil126,CBASWil643,CBASFor724,CBASFor143,Pending,goladviFigRya855,1.44,CBASFor569,CBASRem706,,,,,,,,,,CBASUrb218,,,CBASWoo493,,
6654a6f2bcd46b0063b01287,CHS-Art-Ale8594Pa,-Ale8594Pa@golheights.com,Alexander,Parker,Male,United States,Other,35,CHSS,Summit Valley Campus,Art History,2022,Louisiana,CHSSInt776,CHSSAnc701,CHSSMed67,CHSSRen658,CHSSBar75,CHSSNeo944,,,Pending,goladviWalGin342,3.66,CHSSMod708,CHSSCon93,CHSSAsi302,CHSSAfr204,,,,,,,,CHSSPac994,CHSSPho73,,,,
6654a6f2bcd46b0063b01288,CHS-Phi-Kel16726Ro,Kel16726Ro@golheights.com,Kelly,Rodriguez,Female,Liberia,Black-African,19,CHSS,Lakeside Vista Campus,Philosophy,2021,,CHSSMet235,CHSSEpi783,CHSSLog768,CHSSPhi343,,,,,Pending,goladviWalChr312,2.67,CHSSInt77,CHSSAnc448,CHSSMed881,CHSSMod119,CHSSCon863,CHSSEth736,,,,,,CHSSExi70,CHSSPhi506,,,,
6654a6f2bcd46b0063b01289,CHS-Vet-Jes8727Fo,-Jes8727Fo@golheights.com,Jessica,Foster,Female,Equatorial Guinea,Other,28,CHSP,Summit Valley Campus,Veterinary Medicine,2022,,CHSPInt976,CHSPAna32,CHSPVet789,CHSPVet988,CHSPVet441,CHSPCli869,,,Pending,goladviHopDan469,2.65,CHSPVet949,CHSPVet954,CHSPVet81,CHSPVet693,,,,,,,,CHSPVet720,CHSPEqu908,,,,
6654a6f2bcd46b0063b0128a,CHS-Pol-Ben14433Bo,Ben14433Bo@golheights.com,Benjamin,Bowen,Male,United States,Black-African,25,CHSP,Lakeside Vista Campus,Political Science,2021,Iowa,CHSPRes135,CHSPPol829,CHSPPol93,CHSPGlo832,,,,,Pending,goladviGriJoh631,1.8,CHSPInt207,CHSPCom959,CHSPInt324,CHSPPol931,CHSPPub201,CHSPAme534,,,,,,CHSPHum874,CHSPMed739,,,,
6654a6f3bcd46b0063b0128b,CBA-Gen-Dia8695Co,-Dia8695Co@golheights.com,Diana,Coleman,Female,Spain,White,30,CBAS,Evergreen Heights Campus,Genetics,2021,,CBASMed287,CBASEvo745,CBASMic612,CBASQua660,,,,,Pending,goladviReeJor920,2.75,CBASInt762,CBASMol827,CBASPop11,CBASGen463,CBASEpi473,CBASHum229,,,,,,CBASGen567,CBASFun268,,,,
6654a6f3bcd46b0063b0128c,CBE-Int-Mic4333Fe,-Mic4333Fe@golheights.com,Michael,Ferguson,Queer,United States,Other,31,CBE,Evergreen Heights Campus,International Relations,2021,Texas,CBEGlo151,CBECon696,CBEFor453,CBECom982,,,,,Pending,goladviBroTho708,3.88,CBEInt692,CBEInt800,CBEInt230,CBEDip940,CBEInt227,CBEHum531,,,,,,CBEGen972,CBETer829,,,Leadership,
6654a6f3bcd46b0063b0128d,CBE-Bus-Dav15525Th,Dav15525Th@golheights.com,David,Thomas,Male,Niger,Other,28,CBE,Lakeside Vista Campus,Business Administration,2022,,CBEInt714,CBEPri145,CBEOrg339,CBEHum504,CBEOpe737,CBEStr467,,,Pending,goladviWalCor935,2.54,CBEEnt902,CBEBus840,CBEBus539,CBEMar158,,,,,,,,CBEBus88,CBEFin706,,,,
6654a6f3bcd46b0063b0128e,CBA-Ped-Cai1006Va,-Cai1006Va@golheights.com,Caitlin,Vaughn,Female,Liechtenstein,White,27,CBAS,Golden Grove Campus,Pediatrics,2023,,CBASInt542,CBASNeo221,CBASDev160,CBASAdo105,CBASPed433,CBASPed526,CBASPed973,CBASPed407,Pending,goladviBraJac982,3.1,CBASPed555,CBASPed964,,,,,,,,,,CBASPed145,,,CBASChi599,,
6654a6f3bcd46b0063b0128f,CBA-Ast-Mit22205Al,Mit22205Al@golheights.com,Mitchell,Allison,Male,United States,Other,19,CBAS,Evergreen Heights Campus,Astrophysics,2020,California,,,,,,,,,Pending,goladviDavLar753,2.93,CBASSte31,CBASGal868,CBASCos247,CBASExt907,CBASHig424,CBASBla783,CBASGal266,CBASCos529,CBASInt571,CBASObs676,,CBASAst950,CBASPla740,,,,
6654a6f3bcd46b0063b01290,CBE-Bus-Lor24412Da,Lor24412Da@golheights.com,Lori,Davis,Queer,United States,Other,24,CBE,Golden Grove Campus,Business Administration,2022,Rhode Island,CBEInt714,CBEPri145,CBEOrg339,CBEHum504,CBEOpe737,CBEStr467,,,Pending,goladviLeeSam228,3.66,CBEEnt902,CBEBus840,CBEBus539,CBEMar158,,,,,,,,CBEInf150,CBEBus6,,,,
6654a6f4bcd46b0063b01291,CBA-Oce-Joh4296Wa,-Joh4296Wa@golheights.com,Johnathan,Washington,Male,United States,Indigenous,33,CBAS,Summit Valley Campus,Oceanography,2021,California,CBASOce514,CBASMar585,CBASOce155,CBASDee942,,,,,Pending,goladviHerBen331,3.38,CBASPhy970,CBASChe730,CBASBio818,CBASMar345,CBASMar802,CBASCoa840,,,,,,CBASMar9,CBASPal385,,,,
6654a6f4bcd46b0063b01292,CBA-Che-Kim17368Da,Kim17368Da@golheights.com,Kimberly,Davidson,Queer,Chile,White,21,CBAS,Lakeside Vista Campus,Chemical Engineering,2021,,CBASPol153,CBASBio135,CBASPet20,CBASFoo699,,,,,Pending,goladviWalChr312,2.93,CBASMat889,CBASChe326,CBASTra294,CBASChe664,CBASPro880,CBASSep487,,,,,,CBASChe180,CBASPro622,,,,
6654a6f4bcd46b0063b01293,CBE-Fin-Des517Hu,n-Des517Hu@golheights.com,Destiny,Hughes,Queer,United States,Asian,29,CBE,Lakeside Vista Campus,Finance,2021,Hawaii,CBEPor788,CBEDer910,CBERis242,CBEBan876,,,,,Pending,goladviMilTod154,2.72,CBEInt902,CBECor395,CBEInv32,CBEFin58,CBEFin997,CBEFin544,,,,,,CBEFix121,CBESus848,,,,
6654a6f4bcd46b0063b01294,CBA-Met-Ama7993We,-Ama7993We@golheights.com,Amanda,Wells,Female,Cambodia,Black-African,19,CBAS,Evergreen Heights Campus,Meteorology,2021,,CBASAtm473,CBASRem75,CBASMes795,CBASSat931,,,,,Pending,goladviSanJas2,3.42,CBASInt4,CBASAtm855,CBASSyn37,CBASCli375,CBASTro113,CBASWea849,,,,,,CBASBou117,CBASHyd606,,,,
6654a6f4bcd46b0063b01295,CBA-Gen-Jos23086Go,Jos23086Go@golheights.com,Joseph,Gould,Queer,United States,Other,31,CBAS,Evergreen Heights Campus,Genetics,2022,Idaho,CBASInt762,CBASMol827,CBASPop11,CBASGen463,CBASEpi473,CBASHum229,,,Pending,goladviMarKim941,2.48,CBASMed287,CBASEvo745,CBASMic612,CBASQua660,,,,,,,,CBASCan577,CBASCom485,,,,
6654a6f4bcd46b0063b01296,CBA-Ane-Nic11966Ju,Nic11966Ju@golheights.com,Nicole,Juarez,Female,United States,White,27,CBAS,Lakeside Vista Campus,Anesthesiology,2021,Maryland,CBASNeu905,CBASAmb945,CBASCri570,CBASPai526,,,,,Pending,goladviMonVic45,2.4,CBASInt946,CBASGen99,CBASReg138,CBASObs895,CBASPed920,CBASCar94,,,,,,CBASAne443,CBASPos456,,,,
6654a6f5bcd46b0063b01297,CBA-Bio-Vic5199Ro,-Vic5199Ro@golheights.com,Victoria,Roberts,Queer,United States,Asian,21,CBAS,Summit Valley Campus,Biomedical Engineering,2020,Vermont,,,,,,,,,Pending,goladviMckJon445,2.75,CBASInt617,CBASBio205,CBASBio501,CBASMed527,CBASBio969,CBASPhy478,CBASTis101,CBASReg656,CBASBio508,CBASBio939,,CBASBio69,CBASCli795,,,,
6654a6f5bcd46b0063b01298,CBA-Foo-Reg7973Br,-Reg7973Br@golheights.com,Regina,Brennan,Female,United States,Other,25,CBAS,Golden Grove Campus,Food Science,2021,New Jersey,CBASSen352,CBASFoo109,CBASFoo218,CBASFoo357,,,,,Pending,goladviFloTam447,2.56,CBASInt201,CBASFoo447,CBASFoo758,CBASFoo41,CBASFoo541,CBASNut464,,,,,,CBASFoo551,CBASFun52,,,,
6654a6f5bcd46b0063b01299,CHS-Eng-Jos14430Wi,Jos14430Wi@golheights.com,Joshua,Wilson,Male,United States,Indigenous,29,CHSS,Evergreen Heights Campus,English,2022,West Virginia,CHSSInt738,CHSSBri727,CHSSAme332,CHSSWor994,CHSSMed642,CHSSRen368,,,Pending,goladviThoDea664,1.19,CHSSEnl328,CHSSRom114,CHSSVic965,CHSSMod197,,,,,,,,CHSSDra177,CHSSCon190,,,,
6654a6f5bcd46b0063b0129a,CBA-Ane-Nat2039Ri,-Nat2039Ri@golheights.com,Nathan,Richardson,Male,United States,White,33,CBAS,Golden Grove Campus,Anesthesiology,2020,Colorado,,,,,,,,,GolTheito539,goladviKraBra608,2.83,CBASInt946,CBASGen99,CBASReg138,CBASObs895,CBASPed920,CBASCar94,CBASNeu905,CBASAmb945,CBASCri570,CBASPai526,,CBASInt569,CBASPos456,,,,
6654a6f5bcd46b0063b0129b,CBA-Che-Joe16662Ho,Joe16662Ho@golheights.com,Joe,Hopkins,Male,United States,White,19,CBAS,Golden Grove Campus,Chemical Engineering,2020,Michigan,,,,,,,,,GolTheito539,goladviLeeSam228,2.37,CBASMat889,CBASChe326,CBASTra294,CBASChe664,CBASPro880,CBASSep487,CBASPol153,CBASBio135,CBASPet20,CBASFoo699,,CBASPro622,CBASCat127,,,,
6654a6f5bcd46b0063b0129c,CBA-For-Aud9222Jo,-Aud9222Jo@golheights.com,Audrey,Johnson,Queer,United States,Other,22,CBAS,Summit Valley Campus,Forestry,2020,Florida,,,,,,,,,Pending,goladviAllNan558,2.49,CBASInt540,CBASFor921,CBASFor691,CBASFor935,CBASSil126,CBASWil643,CBASFor724,CBASFor143,CBASFor569,CBASRem706,,CBASCli476,CBASWoo493,,,,
6654a6f6bcd46b0063b0129d,CBA-Mic-Vic10028Pa,Vic10028Pa@golheights.com,Victoria,Parker,Female,Turkmenistan,Black-African,35,CBAS,Lakeside Vista Campus,Microbiology,2020,,,,,,,,,,Pending,goladviGomJoh307,3.27,CBASInt947,CBASBac856,CBASVir444,CBASFun858,CBASPar201,CBASMic860,CBASMic525,CBASMic312,CBASMed194,CBASEnv335,,CBASAnt960,CBASMic548,,,,
